ine_muni,ine_muni.n,viviendas_turisticas,plazas_turisticas,ine_prov,ine_prov.n,ine_ccaa,ine_ccaa.n,capital_prov
13035,Corral de Calatrava,3,30,13,Ciudad Real,08,Castilla-La Mancha,No
13036,"Cortijos, Los",1,10,13,Ciudad Real,08,Castilla-La Mancha,No
13037,Cózar,1,16,13,Ciudad Real,08,Castilla-La Mancha,No
13038,Chillón,1,10,13,Ciudad Real,08,Castilla-La Mancha,No
13039,Daimiel,16,83,13,Ciudad Real,08,Castilla-La Mancha,No
13040,Fernán Caballero,4,46,13,Ciudad Real,08,Castilla-La Mancha,No
13041,Fontanarejo,0,0,13,Ciudad Real,08,Castilla-La Mancha,No
13042,Fuencaliente,2,16,13,Ciudad Real,08,Castilla-La Mancha,No
13043,Fuenllana,0,0,13,Ciudad Real,08,Castilla-La Mancha,No
13044,Fuente el Fresno,6,35,13,Ciudad Real,08,Castilla-La Mancha,No
13045,Granátula de Calatrava,5,33,13,Ciudad Real,08,Castilla-La Mancha,No
13046,Guadalmez,0,0,13,Ciudad Real,08,Castilla-La Mancha,No
13047,Herencia,6,27,13,Ciudad Real,08,Castilla-La Mancha,No
13048,Hinojosas de Calatrava,0,0,13,Ciudad Real,08,Castilla-La Mancha,No
13049,Horcajo de los Montes,1,9,13,Ciudad Real,08,Castilla-La Mancha,No
13050,"Labores, Las",0,0,13,Ciudad Real,08,Castilla-La Mancha,No
13051,Luciana,1,6,13,Ciudad Real,08,Castilla-La Mancha,No
13052,Malagón,8,28,13,Ciudad Real,08,Castilla-La Mancha,No
13053,Manzanares,7,33,13,Ciudad Real,08,Castilla-La Mancha,No
13054,Membrilla,2,12,13,Ciudad Real,08,Castilla-La Mancha,No
13055,Mestanza,0,0,13,Ciudad Real,08,Castilla-La Mancha,No
13056,Miguelturra,3,9,13,Ciudad Real,08,Castilla-La Mancha,No
13057,Montiel,2,23,13,Ciudad Real,08,Castilla-La Mancha,No
13058,Moral de Calatrava,0,0,13,Ciudad Real,08,Castilla-La Mancha,No
13059,Navalpino,0,0,13,Ciudad Real,08,Castilla-La Mancha,No
13060,Navas de Estena,6,46,13,Ciudad Real,08,Castilla-La Mancha,No
13061,Pedro Muñoz,4,31,13,Ciudad Real,08,Castilla-La Mancha,No
13062,Picón,4,18,13,Ciudad Real,08,Castilla-La Mancha,No
13063,Piedrabuena,1,7,13,Ciudad Real,08,Castilla-La Mancha,No
13064,Poblete,1,2,13,Ciudad Real,08,Castilla-La Mancha,No
13065,Porzuna,3,16,13,Ciudad Real,08,Castilla-La Mancha,No
13066,Pozuelo de Calatrava,0,0,13,Ciudad Real,08,Castilla-La Mancha,No
13067,"Pozuelos de Calatrava, Los",0,0,13,Ciudad Real,08,Castilla-La Mancha,No
13068,Puebla de Don Rodrigo,5,48,13,Ciudad Real,08,Castilla-La Mancha,No
13069,Puebla del Príncipe,0,0,13,Ciudad Real,08,Castilla-La Mancha,No
13070,Puerto Lápice,2,14,13,Ciudad Real,08,Castilla-La Mancha,No
13071,Puertollano,7,25,13,Ciudad Real,08,Castilla-La Mancha,No
13072,Retuerta del Bullaque,6,38,13,Ciudad Real,08,Castilla-La Mancha,No
13073,Saceruela,1,3,13,Ciudad Real,08,Castilla-La Mancha,No
13074,San Carlos del Valle,2,14,13,Ciudad Real,08,Castilla-La Mancha,No
13075,San Lorenzo de Calatrava,0,0,13,Ciudad Real,08,Castilla-La Mancha,No
13076,Santa Cruz de los Cáñamos,0,0,13,Ciudad Real,08,Castilla-La Mancha,No
13077,Santa Cruz de Mudela,2,16,13,Ciudad Real,08,Castilla-La Mancha,No
13079,"Solana, La",10,49,13,Ciudad Real,08,Castilla-La Mancha,No
13081,Terrinches,1,10,13,Ciudad Real,08,Castilla-La Mancha,No
13082,Tomelloso,14,101,13,Ciudad Real,08,Castilla-La Mancha,No
13084,Torre de Juan Abad,2,20,13,Ciudad Real,08,Castilla-La Mancha,No
13086,Valdemanco del Esteras,0,0,13,Ciudad Real,08,Castilla-La Mancha,No
13089,Villahermosa,0,0,13,Ciudad Real,08,Castilla-La Mancha,No
13090,Villamanrique,1,12,13,Ciudad Real,08,Castilla-La Mancha,No
13092,Villanueva de la Fuente,2,20,13,Ciudad Real,08,Castilla-La Mancha,No
13094,Villanueva de San Carlos,0,0,13,Ciudad Real,08,Castilla-La Mancha,No
13095,Villar del Pozo,0,0,13,Ciudad Real,08,Castilla-La Mancha,No
13097,Villarta de San Juan,3,36,13,Ciudad Real,08,Castilla-La Mancha,No
13901,"Robledo, El",11,77,13,Ciudad Real,08,Castilla-La Mancha,No
13902,Ruidera,71,449,13,Ciudad Real,08,Castilla-La Mancha,No
13904,Llanos del Caudillo,1,1,13,Ciudad Real,08,Castilla-La Mancha,No
13001,Abenójar,0,0,13,Ciudad Real,08,Castilla-La Mancha,No
13002,Agudo,3,24,13,Ciudad Real,08,Castilla-La Mancha,No
13004,Albaladejo,0,0,13,Ciudad Real,08,Castilla-La Mancha,No
13006,Alcoba,2,4,13,Ciudad Real,08,Castilla-La Mancha,No
13007,Alcolea de Calatrava,1,3,13,Ciudad Real,08,Castilla-La Mancha,No
13009,Aldea del Rey,0,0,13,Ciudad Real,08,Castilla-La Mancha,No
13011,Almadén,3,17,13,Ciudad Real,08,Castilla-La Mancha,No
13013,Almagro,87,510,13,Ciudad Real,08,Castilla-La Mancha,No
13014,Almedina,0,0,13,Ciudad Real,08,Castilla-La Mancha,No
13016,Almuradiel,1,3,13,Ciudad Real,08,Castilla-La Mancha,No
13017,Anchuras,0,0,13,Ciudad Real,08,Castilla-La Mancha,No
16078,Cuenca,255,1293,16,Cuenca,08,Castilla-La Mancha,Sí
16067,Castejón,0,0,16,Cuenca,08,Castilla-La Mancha,No
16909,Sotorribas,5,27,16,Cuenca,08,Castilla-La Mancha,No
16910,Villar y Velasco,0,0,16,Cuenca,08,Castilla-La Mancha,No
16007,"Alberca de Záncara, La",0,0,16,Cuenca,08,Castilla-La Mancha,No
16010,Alcázar del Rey,0,0,16,Cuenca,08,Castilla-La Mancha,No
16012,Alconchel de la Estrella,1,6,16,Cuenca,08,Castilla-La Mancha,No
16017,Almodóvar del Pinar,1,8,16,Cuenca,08,Castilla-La Mancha,No
16019,Altarejos,1,10,16,Cuenca,08,Castilla-La Mancha,No
16020,Arandilla del Arroyo,0,0,16,Cuenca,08,Castilla-La Mancha,No
16023,Chillarón de Cuenca,3,10,16,Cuenca,08,Castilla-La Mancha,No
16026,Atalaya del Cañavate,0,0,16,Cuenca,08,Castilla-La Mancha,No
16030,Bascuñana de San Pedro,0,0,16,Cuenca,08,Castilla-La Mancha,No
16034,Belmontejo,0,0,16,Cuenca,08,Castilla-La Mancha,No
16036,Boniches,1,6,16,Cuenca,08,Castilla-La Mancha,No
16039,Buenache de Alarcón,0,0,16,Cuenca,08,Castilla-La Mancha,No
16041,Buendía,17,139,16,Cuenca,08,Castilla-La Mancha,No
16042,Campillo de Altobuey,0,0,16,Cuenca,08,Castilla-La Mancha,No
16045,Canalejas del Arroyo,0,0,16,Cuenca,08,Castilla-La Mancha,No
16047,Cañada Juncosa,0,0,16,Cuenca,08,Castilla-La Mancha,No
16050,Cañaveras,3,14,16,Cuenca,08,Castilla-La Mancha,No
16052,Cañete,2,8,16,Cuenca,08,Castilla-La Mancha,No
16053,Cañizares,7,47,16,Cuenca,08,Castilla-La Mancha,No
16055,Carboneras de Guadazaón,7,47,16,Cuenca,08,Castilla-La Mancha,No
16060,Casas de Benítez,1,12,16,Cuenca,08,Castilla-La Mancha,No
16062,Casas de Garcimolina,0,0,16,Cuenca,08,Castilla-La Mancha,No
16064,Casas de Haro,0,0,16,Cuenca,08,Castilla-La Mancha,No
16066,Casasimarro,0,0,16,Cuenca,08,Castilla-La Mancha,No
16068,Castillejo de Iniesta,0,0,16,Cuenca,08,Castilla-La Mancha,No
16071,Castillo-Albaráñez,0,0,16,Cuenca,08,Castilla-La Mancha,No
16073,Cervera del Llano,2,10,16,Cuenca,08,Castilla-La Mancha,No
16079,Cueva del Hierro,0,0,16,Cuenca,08,Castilla-La Mancha,No
16083,Fresneda de Altarejos,0,0,16,Cuenca,08,Castilla-La Mancha,No
16085,"Frontera, La",0,0,16,Cuenca,08,Castilla-La Mancha,No
16087,Fuentelespino de Haro,7,50,16,Cuenca,08,Castilla-La Mancha,No
16089,Fuentes,0,0,16,Cuenca,08,Castilla-La Mancha,No
16092,Gabaldón,0,0,16,Cuenca,08,Castilla-La Mancha,No
16094,Gascueña,0,0,16,Cuenca,08,Castilla-La Mancha,No
16095,Graja de Campalbo,0,0,16,Cuenca,08,Castilla-La Mancha,No
16173,"Valle de Altomira, El",3,40,16,Cuenca,08,Castilla-La Mancha,No
16176,Rada de Haro,2,22,16,Cuenca,08,Castilla-La Mancha,No
16181,Rozalén del Monte,0,0,16,Cuenca,08,Castilla-La Mancha,No
16187,Salinas del Manzano,0,0,16,Cuenca,08,Castilla-La Mancha,No
16190,San Clemente,5,34,16,Cuenca,08,Castilla-La Mancha,No
16191,San Lorenzo de la Parrilla,0,0,16,Cuenca,08,Castilla-La Mancha,No
16194,Santa Cruz de Moya,7,49,16,Cuenca,08,Castilla-La Mancha,No
16195,Santa María del Campo Rus,2,20,16,Cuenca,08,Castilla-La Mancha,No
16198,Sisante,1,8,16,Cuenca,08,Castilla-La Mancha,No
16199,Solera de Gabaldón,0,0,16,Cuenca,08,Castilla-La Mancha,No
16205,Tejadillos,0,0,16,Cuenca,08,Castilla-La Mancha,No
16211,Torrejoncillo del Rey,1,13,16,Cuenca,08,Castilla-La Mancha,No
16213,Torrubia del Castillo,0,0,16,Cuenca,08,Castilla-La Mancha,No
16218,Uclés,3,26,16,Cuenca,08,Castilla-La Mancha,No
16224,Valdemeca,1,5,16,Cuenca,08,Castilla-La Mancha,No
16225,Valdemorillo de la Sierra,0,0,16,Cuenca,08,Castilla-La Mancha,No
16231,Valhermoso de la Fuente,0,0,16,Cuenca,08,Castilla-La Mancha,No
16237,Valverdejo,0,0,16,Cuenca,08,Castilla-La Mancha,No
16239,Vega del Codorno,5,16,16,Cuenca,08,Castilla-La Mancha,No
16242,Villaconejos de Trabaque,0,0,16,Cuenca,08,Castilla-La Mancha,No
16245,Villalba de la Sierra,23,125,16,Cuenca,08,Castilla-La Mancha,No
16247,Villalgordo del Marquesado,0,0,16,Cuenca,08,Castilla-La Mancha,No
16250,Villanueva de Guadamejud,0,0,16,Cuenca,08,Castilla-La Mancha,No
16253,Villar de Cañas,0,0,16,Cuenca,08,Castilla-La Mancha,No
16255,Villar de la Encina,1,16,16,Cuenca,08,Castilla-La Mancha,No
16259,Villar del Infantado,0,0,16,Cuenca,08,Castilla-La Mancha,No
16264,Villarejo de Fuentes,0,0,16,Cuenca,08,Castilla-La Mancha,No
16266,Villarejo-Periesteban,0,0,16,Cuenca,08,Castilla-La Mancha,No
16271,Villarta,0,0,16,Cuenca,08,Castilla-La Mancha,No
16272,Villas de la Ventosa,3,18,16,Cuenca,08,Castilla-La Mancha,No
16276,Yémeda,0,0,16,Cuenca,08,Castilla-La Mancha,No
16277,Zafra de Záncara,6,23,16,Cuenca,08,Castilla-La Mancha,No
16280,Zarzuela,1,6,16,Cuenca,08,Castilla-La Mancha,No
16902,Valdetórtola,4,44,16,Cuenca,08,Castilla-La Mancha,No
16904,Fuentenava de Jábaga,9,105,16,Cuenca,08,Castilla-La Mancha,No
16906,"Valdecolmenas, Los",1,8,16,Cuenca,08,Castilla-La Mancha,No
16096,Graja de Iniesta,1,14,16,Cuenca,08,Castilla-La Mancha,No
16097,Henarejos,0,0,16,Cuenca,08,Castilla-La Mancha,No
16098,"Herrumblar, El",0,0,16,Cuenca,08,Castilla-La Mancha,No
16099,"Hinojosa, La",0,0,16,Cuenca,08,Castilla-La Mancha,No
16100,"Hinojosos, Los",0,0,16,Cuenca,08,Castilla-La Mancha,No
16101,"Hito, El",0,0,16,Cuenca,08,Castilla-La Mancha,No
16102,Honrubia,0,0,16,Cuenca,08,Castilla-La Mancha,No
16103,Hontanaya,0,0,16,Cuenca,08,Castilla-La Mancha,No
16104,Hontecillas,0,0,16,Cuenca,08,Castilla-La Mancha,No
16106,Horcajo de Santiago,0,0,16,Cuenca,08,Castilla-La Mancha,No
16107,Huélamo,5,27,16,Cuenca,08,Castilla-La Mancha,No
16109,Huérguina,0,0,16,Cuenca,08,Castilla-La Mancha,No
16110,Huerta de la Obispalía,0,0,16,Cuenca,08,Castilla-La Mancha,No
16111,Huerta del Marquesado,2,8,16,Cuenca,08,Castilla-La Mancha,No
16112,Huete,12,76,16,Cuenca,08,Castilla-La Mancha,No
16115,Laguna del Marquesado,0,0,16,Cuenca,08,Castilla-La Mancha,No
16116,Lagunaseca,0,0,16,Cuenca,08,Castilla-La Mancha,No
16117,Landete,1,5,16,Cuenca,08,Castilla-La Mancha,No
16118,Ledaña,0,0,16,Cuenca,08,Castilla-La Mancha,No
16121,"Majadas, Las",13,94,16,Cuenca,08,Castilla-La Mancha,No
16122,Mariana,1,6,16,Cuenca,08,Castilla-La Mancha,No
16123,Masegosa,0,0,16,Cuenca,08,Castilla-La Mancha,No
16124,"Mesas, Las",0,0,16,Cuenca,08,Castilla-La Mancha,No
16126,Mira,1,11,16,Cuenca,08,Castilla-La Mancha,No
16128,Monreal del Llano,0,0,16,Cuenca,08,Castilla-La Mancha,No
16129,Montalbanejo,0,0,16,Cuenca,08,Castilla-La Mancha,No
16130,Montalbo,1,6,16,Cuenca,08,Castilla-La Mancha,No
16131,Monteagudo de las Salinas,0,0,16,Cuenca,08,Castilla-La Mancha,No
16132,Mota de Altarejos,0,0,16,Cuenca,08,Castilla-La Mancha,No
16133,Mota del Cuervo,14,98,16,Cuenca,08,Castilla-La Mancha,No
16134,Motilla del Palancar,3,12,16,Cuenca,08,Castilla-La Mancha,No
16135,Moya,1,10,16,Cuenca,08,Castilla-La Mancha,No
16137,Narboneta,0,0,16,Cuenca,08,Castilla-La Mancha,No
16139,Olivares de Júcar,1,5,16,Cuenca,08,Castilla-La Mancha,No
16140,Olmeda de la Cuesta,0,0,16,Cuenca,08,Castilla-La Mancha,No
16141,Olmeda del Rey,0,0,16,Cuenca,08,Castilla-La Mancha,No
16142,Olmedilla de Alarcón,0,0,16,Cuenca,08,Castilla-La Mancha,No
16143,Olmedilla de Eliz,0,0,16,Cuenca,08,Castilla-La Mancha,No
16145,Osa de la Vega,0,0,16,Cuenca,08,Castilla-La Mancha,No
16146,Pajarón,0,0,16,Cuenca,08,Castilla-La Mancha,No
16147,Pajaroncillo,2,4,16,Cuenca,08,Castilla-La Mancha,No
16148,Palomares del Campo,1,3,16,Cuenca,08,Castilla-La Mancha,No
16149,Palomera,9,83,16,Cuenca,08,Castilla-La Mancha,No
16150,Paracuellos,0,0,16,Cuenca,08,Castilla-La Mancha,No
16151,Paredes,0,0,16,Cuenca,08,Castilla-La Mancha,No
16152,"Parra de las Vegas, La",0,0,16,Cuenca,08,Castilla-La Mancha,No
16153,"Pedernoso, El",1,7,16,Cuenca,08,Castilla-La Mancha,No
16154,"Pedroñeras, Las",0,0,16,Cuenca,08,Castilla-La Mancha,No
16155,"Peral, El",2,14,16,Cuenca,08,Castilla-La Mancha,No
16156,"Peraleja, La",0,0,16,Cuenca,08,Castilla-La Mancha,No
16157,"Pesquera, La",0,0,16,Cuenca,08,Castilla-La Mancha,No
16158,"Picazo, El",1,4,16,Cuenca,08,Castilla-La Mancha,No
16159,Pinarejo,0,0,16,Cuenca,08,Castilla-La Mancha,No
16160,Pineda de Gigüela,0,0,16,Cuenca,08,Castilla-La Mancha,No
16161,Piqueras del Castillo,2,12,16,Cuenca,08,Castilla-La Mancha,No
16162,Portalrubio de Guadamejud,0,0,16,Cuenca,08,Castilla-La Mancha,No
16163,Portilla,0,0,16,Cuenca,08,Castilla-La Mancha,No
16165,Poyatos,1,6,16,Cuenca,08,Castilla-La Mancha,No
16166,Pozoamargo,4,38,16,Cuenca,08,Castilla-La Mancha,No
16167,Pozorrubio de Santiago,0,0,16,Cuenca,08,Castilla-La Mancha,No
16169,"Pozuelo, El",0,0,16,Cuenca,08,Castilla-La Mancha,No
16170,Priego,4,36,16,Cuenca,08,Castilla-La Mancha,No
16171,"Provencio, El",3,22,16,Cuenca,08,Castilla-La Mancha,No
16172,Puebla de Almenara,2,32,16,Cuenca,08,Castilla-La Mancha,No
16174,Puebla del Salvador,0,0,16,Cuenca,08,Castilla-La Mancha,No
16175,Quintanar del Rey,1,7,16,Cuenca,08,Castilla-La Mancha,No
16177,Reíllo,0,0,16,Cuenca,08,Castilla-La Mancha,No
16185,Saceda-Trasierra,0,0,16,Cuenca,08,Castilla-La Mancha,No
16186,Saelices,0,0,16,Cuenca,08,Castilla-La Mancha,No
16188,Salmeroncillos,0,0,16,Cuenca,08,Castilla-La Mancha,No
16189,Salvacañete,2,10,16,Cuenca,08,Castilla-La Mancha,No
16192,San Martín de Boniches,0,0,16,Cuenca,08,Castilla-La Mancha,No
16193,San Pedro Palmiches,1,5,16,Cuenca,08,Castilla-La Mancha,No
16196,Santa María de los Llanos,0,0,16,Cuenca,08,Castilla-La Mancha,No
16197,Santa María del Val,0,0,16,Cuenca,08,Castilla-La Mancha,No
16202,Talayuelas,4,26,16,Cuenca,08,Castilla-La Mancha,No
16203,Tarancón,3,5,16,Cuenca,08,Castilla-La Mancha,No
16204,Tébar,0,0,16,Cuenca,08,Castilla-La Mancha,No
16206,Tinajas,0,0,16,Cuenca,08,Castilla-La Mancha,No
16209,Torralba,1,11,16,Cuenca,08,Castilla-La Mancha,No
16212,Torrubia del Campo,0,0,16,Cuenca,08,Castilla-La Mancha,No
16215,Tragacete,4,16,16,Cuenca,08,Castilla-La Mancha,No
16216,Tresjuncos,2,16,16,Cuenca,08,Castilla-La Mancha,No
16217,Tribaldos,0,0,16,Cuenca,08,Castilla-La Mancha,No
16219,Uña,7,51,16,Cuenca,08,Castilla-La Mancha,No
16227,Valdemoro-Sierra,2,24,16,Cuenca,08,Castilla-La Mancha,No
16228,Valdeolivas,1,6,16,Cuenca,08,Castilla-La Mancha,No
16234,Valsalobre,0,0,16,Cuenca,08,Castilla-La Mancha,No
16236,Valverde de Júcar,3,16,16,Cuenca,08,Castilla-La Mancha,No
16238,Vara de Rey,0,0,16,Cuenca,08,Castilla-La Mancha,No
16240,Vellisca,0,0,16,Cuenca,08,Castilla-La Mancha,No
16243,Villaescusa de Haro,1,6,16,Cuenca,08,Castilla-La Mancha,No
16244,Villagarcía del Llano,0,0,16,Cuenca,08,Castilla-La Mancha,No
16246,Villalba del Rey,0,0,16,Cuenca,08,Castilla-La Mancha,No
16248,Villalpardo,0,0,16,Cuenca,08,Castilla-La Mancha,No
16249,Villamayor de Santiago,3,15,16,Cuenca,08,Castilla-La Mancha,No
16251,Villanueva de la Jara,4,39,16,Cuenca,08,Castilla-La Mancha,No
16254,Villar de Domingo García,1,6,16,Cuenca,08,Castilla-La Mancha,No
16258,Villar del Humo,1,6,16,Cuenca,08,Castilla-La Mancha,No
16263,Villar de Olalla,7,37,16,Cuenca,08,Castilla-La Mancha,No
16265,Villarejo de la Peñuela,0,0,16,Cuenca,08,Castilla-La Mancha,No
16269,Villares del Saz,1,4,16,Cuenca,08,Castilla-La Mancha,No
16270,Villarrubio,0,0,16,Cuenca,08,Castilla-La Mancha,No
16273,Villaverde y Pasaconsol,1,4,16,Cuenca,08,Castilla-La Mancha,No
16274,Víllora,0,0,16,Cuenca,08,Castilla-La Mancha,No
16275,Vindel,0,0,16,Cuenca,08,Castilla-La Mancha,No
16278,Zafrilla,0,0,16,Cuenca,08,Castilla-La Mancha,No
16279,Zarza de Tajo,0,0,16,Cuenca,08,Castilla-La Mancha,No
16901,Campos del Paraíso,1,12,16,Cuenca,08,Castilla-La Mancha,No
16903,"Valeras, Las",15,55,16,Cuenca,08,Castilla-La Mancha,No
16905,Arcas,14,124,16,Cuenca,08,Castilla-La Mancha,No
16908,Pozorrubielos de la Mancha,1,4,16,Cuenca,08,Castilla-La Mancha,No
16001,Abia de la Obispalía,0,0,16,Cuenca,08,Castilla-La Mancha,No
16003,Alarcón,4,24,16,Cuenca,08,Castilla-La Mancha,No
16004,Albaladejo del Cuende,0,0,16,Cuenca,08,Castilla-La Mancha,No
16005,Albalate de las Nogueras,1,5,16,Cuenca,08,Castilla-La Mancha,No
16006,Albendea,0,0,16,Cuenca,08,Castilla-La Mancha,No
16008,Alcalá de la Vega,0,0,16,Cuenca,08,Castilla-La Mancha,No
16009,Alcantud,0,0,16,Cuenca,08,Castilla-La Mancha,No
16011,Alcohujate,0,0,16,Cuenca,08,Castilla-La Mancha,No
16013,Algarra,0,0,16,Cuenca,08,Castilla-La Mancha,No
16014,Aliaguilla,1,5,16,Cuenca,08,Castilla-La Mancha,No
16015,"Almarcha, La",1,8,16,Cuenca,08,Castilla-La Mancha,No
16016,Almendros,0,0,16,Cuenca,08,Castilla-La Mancha,No
16018,Almonacid del Marquesado,1,5,16,Cuenca,08,Castilla-La Mancha,No
16022,Arcos de la Sierra,0,0,16,Cuenca,08,Castilla-La Mancha,No
16024,Arguisuelas,0,0,16,Cuenca,08,Castilla-La Mancha,No
16025,Arrancacepas,0,0,16,Cuenca,08,Castilla-La Mancha,No
16027,Barajas de Melo,0,0,16,Cuenca,08,Castilla-La Mancha,No
16029,Barchín del Hoyo,0,0,16,Cuenca,08,Castilla-La Mancha,No
16031,Beamud,5,23,16,Cuenca,08,Castilla-La Mancha,No
16032,Belinchón,0,0,16,Cuenca,08,Castilla-La Mancha,No
16033,Belmonte,15,101,16,Cuenca,08,Castilla-La Mancha,No
16035,Beteta,17,140,16,Cuenca,08,Castilla-La Mancha,No
16038,Buciegas,0,0,16,Cuenca,08,Castilla-La Mancha,No
16040,Buenache de la Sierra,3,15,16,Cuenca,08,Castilla-La Mancha,No
16043,Campillos-Paravientos,1,6,16,Cuenca,08,Castilla-La Mancha,No
16044,Campillos-Sierra,0,0,16,Cuenca,08,Castilla-La Mancha,No
16046,Cañada del Hoyo,4,17,16,Cuenca,08,Castilla-La Mancha,No
16048,Cañamares,4,25,16,Cuenca,08,Castilla-La Mancha,No
16049,"Cañavate, El",0,0,16,Cuenca,08,Castilla-La Mancha,No
16051,Cañaveruelas,0,0,16,Cuenca,08,Castilla-La Mancha,No
16056,Cardenete,4,16,16,Cuenca,08,Castilla-La Mancha,No
16057,Carrascosa,5,29,16,Cuenca,08,Castilla-La Mancha,No
16058,Carrascosa de Haro,0,0,16,Cuenca,08,Castilla-La Mancha,No
16061,Casas de Fernando Alonso,3,32,16,Cuenca,08,Castilla-La Mancha,No
16063,Casas de Guijarro,0,0,16,Cuenca,08,Castilla-La Mancha,No
16065,Casas de los Pinos,1,14,16,Cuenca,08,Castilla-La Mancha,No
16070,Castillejo-Sierra,1,2,16,Cuenca,08,Castilla-La Mancha,No
16072,Castillo de Garcimuñoz,0,0,16,Cuenca,08,Castilla-La Mancha,No
16074,"Cierva, La",0,0,16,Cuenca,08,Castilla-La Mancha,No
16081,Chumillas,0,0,16,Cuenca,08,Castilla-La Mancha,No
16082,Enguídanos,9,44,16,Cuenca,08,Castilla-La Mancha,No
16084,Fresneda de la Sierra,0,0,16,Cuenca,08,Castilla-La Mancha,No
16086,Fuente de Pedro Naharro,1,8,16,Cuenca,08,Castilla-La Mancha,No
16088,Fuentelespino de Moya,0,0,16,Cuenca,08,Castilla-La Mancha,No
16091,Fuertescusa,0,0,16,Cuenca,08,Castilla-La Mancha,No
16093,Garaballa,0,0,16,Cuenca,08,Castilla-La Mancha,No
16108,Huelves,0,0,16,Cuenca,08,Castilla-La Mancha,No
16113,Iniesta,1,2,16,Cuenca,08,Castilla-La Mancha,No
16119,Leganiel,0,0,16,Cuenca,08,Castilla-La Mancha,No
16125,Minglanilla,1,9,16,Cuenca,08,Castilla-La Mancha,No
16002,"Acebrón, El",0,0,16,Cuenca,08,Castilla-La Mancha,No
19291,Trillo,8,39,19,Guadalajara,08,Castilla-La Mancha,No
19294,Ujados,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19297,Valdarachas,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19299,Valdeavellano,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19301,Valdeconcha,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19303,Valdelcubo,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19305,Valdepeñas de la Sierra,1,14,19,Guadalajara,08,Castilla-La Mancha,No
19308,Valfermoso de Tajuña,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19310,Valtablado del Río,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19314,Viana de Jadraque,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19318,Villanueva de Argecilla,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19321,Villares de Jadraque,3,15,19,Guadalajara,08,Castilla-La Mancha,No
19323,Villaseca de Uceda,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19327,Yebra,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19329,Yélamos de Abajo,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19331,Yunquera de Henares,2,8,19,Guadalajara,08,Castilla-La Mancha,No
19334,Zarzuela de Jadraque,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19066,Cañizar,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19067,"Cardoso de la Sierra, El",0,0,19,Guadalajara,08,Castilla-La Mancha,No
19073,Casas de San Galindo,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19076,Castellar de la Muela,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19080,Cendejas de Enmedio,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19082,Centenera,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19087,Cincovillas,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19089,Ciruelos del Pinar,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19095,Condemios de Abajo,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19097,Congostrina,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19102,"Cubillo de Uceda, El",0,0,19,Guadalajara,08,Castilla-La Mancha,No
19105,Chiloeches,4,19,19,Guadalajara,08,Castilla-La Mancha,No
19107,Driebes,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19110,Escamilla,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19112,Escopete,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19113,Espinosa de Henares,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19117,Fontanar,1,14,19,Guadalajara,08,Castilla-La Mancha,No
19119,Fuencemillán,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19120,Fuentelahiguera de Albatages,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19124,Fuentenovilla,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19127,Galve de Sorbe,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19130,Guadalajara,35,189,19,Guadalajara,08,Castilla-La Mancha,Sí
19133,Heras de Ayuso,2,23,19,Guadalajara,08,Castilla-La Mancha,No
19136,Hijes,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19139,Hombrados,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19145,Hortezuela de Océn,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19147,Huérmeces del Cerro,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19152,Illana,2,15,19,Guadalajara,08,Castilla-La Mancha,No
19154,"Inviernas, Las",0,0,19,Guadalajara,08,Castilla-La Mancha,No
19157,Jirueque,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19160,Loranca de Tajuña,4,25,19,Guadalajara,08,Castilla-La Mancha,No
