ine_muni,ine_muni.n,viviendas_turisticas,plazas_turisticas,ine_prov,ine_prov.n,ine_ccaa,ine_ccaa.n,capital_prov
19165,Majaelrayo,5,58,19,Guadalajara,08,Castilla-La Mancha,No
19166,Málaga del Fresno,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19170,Maranchón,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19172,Masegoso de Tajuña,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19249,San Andrés del Rey,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19254,Selas,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19256,Sienes,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19258,Solanillos del Extremo,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19261,Sotodosos,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19263,Taragudo,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19265,Tartanedo,1,1,19,Guadalajara,08,Castilla-La Mancha,No
19268,Tierzo,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19269,"Toba, La",0,0,19,Guadalajara,08,Castilla-La Mancha,No
19271,Tordellego,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19277,Torrecuadrada de Molina,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19279,Torre del Burgo,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19281,Torremocha de Jadraque,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19283,Torremocha del Pinar,1,8,19,Guadalajara,08,Castilla-La Mancha,No
19286,Tórtola de Henares,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19175,Mazarete,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19176,Mazuecos,1,6,19,Guadalajara,08,Castilla-La Mancha,No
19177,Medranda,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19178,Megina,3,15,19,Guadalajara,08,Castilla-La Mancha,No
19179,Membrillera,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19181,Miedes de Atienza,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19182,"Mierla, La",0,0,19,Guadalajara,08,Castilla-La Mancha,No
19183,Milmarcos,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19184,Millana,1,14,19,Guadalajara,08,Castilla-La Mancha,No
19185,"Miñosa, La",0,0,19,Guadalajara,08,Castilla-La Mancha,No
19186,Mirabueno,3,15,19,Guadalajara,08,Castilla-La Mancha,No
19187,Miralrío,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19188,Mochales,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19189,Mohernando,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19190,Molina de Aragón,6,36,19,Guadalajara,08,Castilla-La Mancha,No
19191,Monasterio,8,16,19,Guadalajara,08,Castilla-La Mancha,No
19192,Mondéjar,6,46,19,Guadalajara,08,Castilla-La Mancha,No
19193,Montarrón,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19194,Moratilla de los Meleros,4,20,19,Guadalajara,08,Castilla-La Mancha,No
19195,Morenilla,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19196,Muduex,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19197,"Navas de Jadraque, Las",0,0,19,Guadalajara,08,Castilla-La Mancha,No
19198,Negredo,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19199,Ocentejo,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19200,"Olivar, El",7,41,19,Guadalajara,08,Castilla-La Mancha,No
19201,Olmeda de Cobeta,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19202,"Olmeda de Jadraque, La",0,0,19,Guadalajara,08,Castilla-La Mancha,No
19203,"Ordial, El",0,0,19,Guadalajara,08,Castilla-La Mancha,No
19204,Orea,1,6,19,Guadalajara,08,Castilla-La Mancha,No
19208,Pálmaces de Jadraque,2,8,19,Guadalajara,08,Castilla-La Mancha,No
19209,Pardos,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19210,Paredes de Sigüenza,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19211,Pareja,1,7,19,Guadalajara,08,Castilla-La Mancha,No
19212,Pastrana,7,51,19,Guadalajara,08,Castilla-La Mancha,No
19213,"Pedregal, El",0,0,19,Guadalajara,08,Castilla-La Mancha,No
19214,Peñalén,1,6,19,Guadalajara,08,Castilla-La Mancha,No
19215,Peñalver,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19216,Peralejos de las Truchas,10,54,19,Guadalajara,08,Castilla-La Mancha,No
19217,Peralveche,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19218,Pinilla de Jadraque,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19219,Pinilla de Molina,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19220,Pioz,5,34,19,Guadalajara,08,Castilla-La Mancha,No
19221,Piqueras,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19222,"Pobo de Dueñas, El",0,0,19,Guadalajara,08,Castilla-La Mancha,No
19223,Poveda de la Sierra,3,18,19,Guadalajara,08,Castilla-La Mancha,No
19224,Pozo de Almoguera,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19225,Pozo de Guadalajara,1,4,19,Guadalajara,08,Castilla-La Mancha,No
19226,Prádena de Atienza,1,11,19,Guadalajara,08,Castilla-La Mancha,No
19227,Prados Redondos,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19228,Puebla de Beleña,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19229,Puebla de Valles,1,9,19,Guadalajara,08,Castilla-La Mancha,No
19230,Quer,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19231,Rebollosa de Jadraque,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19232,"Recuenco, El",0,0,19,Guadalajara,08,Castilla-La Mancha,No
19233,Renera,2,25,19,Guadalajara,08,Castilla-La Mancha,No
19234,Retiendas,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19235,Riba de Saelices,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19237,Rillo de Gallo,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19238,Riofrío del Llano,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19239,Robledillo de Mohernando,1,12,19,Guadalajara,08,Castilla-La Mancha,No
19240,Robledo de Corpes,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19241,Romanillos de Atienza,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19242,Romanones,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19243,Rueda de la Sierra,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19244,Sacecorbo,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19245,Sacedón,3,35,19,Guadalajara,08,Castilla-La Mancha,No
19246,Saelices de la Sal,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19247,Salmerón,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19248,San Andrés del Congosto,1,6,19,Guadalajara,08,Castilla-La Mancha,No
19250,Santiuste,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19251,Saúca,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19252,Sayatón,1,11,19,Guadalajara,08,Castilla-La Mancha,No
19255,Setiles,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19257,Sigüenza,73,393,19,Guadalajara,08,Castilla-La Mancha,No
19259,Somolinos,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19260,"Sotillo, El",0,0,19,Guadalajara,08,Castilla-La Mancha,No
19262,Tamajón,5,20,19,Guadalajara,08,Castilla-La Mancha,No
19264,Taravilla,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19266,Tendilla,2,13,19,Guadalajara,08,Castilla-La Mancha,No
19267,Terzaga,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19270,Tordelrábano,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19272,Tordesilos,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19274,Torija,1,12,19,Guadalajara,08,Castilla-La Mancha,No
19278,Torrecuadradilla,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19280,Torrejón del Rey,8,35,19,Guadalajara,08,Castilla-La Mancha,No
19282,Torremocha del Campo,1,8,19,Guadalajara,08,Castilla-La Mancha,No
19284,Torremochuela,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19285,Torrubia,1,6,19,Guadalajara,08,Castilla-La Mancha,No
19287,Tortuera,2,17,19,Guadalajara,08,Castilla-La Mancha,No
19288,Tortuero,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19289,Traíd,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19290,Trijueque,1,6,19,Guadalajara,08,Castilla-La Mancha,No
19293,Uceda,9,53,19,Guadalajara,08,Castilla-La Mancha,No
19296,Utande,1,6,19,Guadalajara,08,Castilla-La Mancha,No
19298,Valdearenas,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19300,Valdeaveruelo,2,18,19,Guadalajara,08,Castilla-La Mancha,No
19302,Valdegrudas,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19304,Valdenuño Fernández,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19306,Valderrebollo,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19307,Valdesotos,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19309,Valhermoso,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19311,Valverde de los Arroyos,2,13,19,Guadalajara,08,Castilla-La Mancha,No
19317,Villanueva de Alcorón,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19319,Villanueva de la Torre,1,1,19,Guadalajara,08,Castilla-La Mancha,No
19322,Villaseca de Henares,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19324,Villel de Mesa,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19325,Viñuelas,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19326,Yebes,7,13,19,Guadalajara,08,Castilla-La Mancha,No
19330,Yélamos de Arriba,1,12,19,Guadalajara,08,Castilla-La Mancha,No
19332,"Yunta, La",3,6,19,Guadalajara,08,Castilla-La Mancha,No
19333,Zaorejas,1,14,19,Guadalajara,08,Castilla-La Mancha,No
19335,Zorita de los Canes,1,16,19,Guadalajara,08,Castilla-La Mancha,No
19901,Semillas,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19001,Abánades,2,20,19,Guadalajara,08,Castilla-La Mancha,No
19002,Ablanque,2,10,19,Guadalajara,08,Castilla-La Mancha,No
19003,Adobes,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19004,Alaminos,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19005,Alarilla,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19006,Albalate de Zorita,10,81,19,Guadalajara,08,Castilla-La Mancha,No
19007,Albares,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19008,Albendiego,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19009,Alcocer,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19010,Alcolea de las Peñas,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19011,Alcolea del Pinar,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19013,Alcoroches,1,4,19,Guadalajara,08,Castilla-La Mancha,No
19015,Aldeanueva de Guadalajara,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19016,Algar de Mesa,3,15,19,Guadalajara,08,Castilla-La Mancha,No
19018,Alhóndiga,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19019,Alique,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19020,Almadrones,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19021,Almoguera,1,1,19,Guadalajara,08,Castilla-La Mancha,No
19023,Alocén,2,20,19,Guadalajara,08,Castilla-La Mancha,No
19024,Alovera,3,7,19,Guadalajara,08,Castilla-La Mancha,No
19027,Alustante,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19031,Angón,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19032,Anguita,2,9,19,Guadalajara,08,Castilla-La Mancha,No
19033,Anquela del Ducado,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19034,Anquela del Pedregal,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19036,Aranzueque,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19037,Arbancón,1,4,19,Guadalajara,08,Castilla-La Mancha,No
19038,Arbeteta,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19039,Argecilla,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19040,Armallones,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19041,Armuña de Tajuña,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19042,Arroyo de las Fraguas,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19043,Atanzón,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19044,Atienza,2,14,19,Guadalajara,08,Castilla-La Mancha,No
19045,Auñón,2,14,19,Guadalajara,08,Castilla-La Mancha,No
19046,Azuqueca de Henares,8,12,19,Guadalajara,08,Castilla-La Mancha,No
19047,Baides,1,2,19,Guadalajara,08,Castilla-La Mancha,No
19048,Baños de Tajo,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19049,Bañuelos,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19050,Barriopedro,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19051,Berninches,1,10,19,Guadalajara,08,Castilla-La Mancha,No
19052,"Bodera, La",0,0,19,Guadalajara,08,Castilla-La Mancha,No
19053,Brihuega,22,175,19,Guadalajara,08,Castilla-La Mancha,No
19054,Budia,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19055,Bujalaro,2,15,19,Guadalajara,08,Castilla-La Mancha,No
19057,Bustares,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19058,Cabanillas del Campo,10,60,19,Guadalajara,08,Castilla-La Mancha,No
19059,Campillo de Dueñas,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19060,Campillo de Ranas,4,55,19,Guadalajara,08,Castilla-La Mancha,No
19061,Campisábalos,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19064,Canredondo,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19065,Cantalojas,10,55,19,Guadalajara,08,Castilla-La Mancha,No
19070,Casa de Uceda,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19071,"Casar, El",7,47,19,Guadalajara,08,Castilla-La Mancha,No
19074,Caspueñas,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19075,Castejón de Henares,1,4,19,Guadalajara,08,Castilla-La Mancha,No
19078,Castilforte,1,16,19,Guadalajara,08,Castilla-La Mancha,No
19079,Castilnuevo,2,10,19,Guadalajara,08,Castilla-La Mancha,No
19081,Cendejas de la Torre,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19086,Cifuentes,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19088,Ciruelas,3,36,19,Guadalajara,08,Castilla-La Mancha,No
19090,Cobeta,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19091,Cogollor,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19092,Cogolludo,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19096,Condemios de Arriba,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19098,Copernal,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19099,Corduente,18,116,19,Guadalajara,08,Castilla-La Mancha,No
19103,Checa,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19104,Chequilla,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19106,Chillarón del Rey,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19108,Durón,2,4,19,Guadalajara,08,Castilla-La Mancha,No
19109,Embid,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19111,Escariche,2,13,19,Guadalajara,08,Castilla-La Mancha,No
19114,Esplegares,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19115,Establés,1,8,19,Guadalajara,08,Castilla-La Mancha,No
19116,Estriégana,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19118,Fuembellida,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19121,Fuentelencina,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19122,Fuentelsaz,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19123,Fuentelviejo,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19125,Gajanejos,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19126,Galápagos,2,18,19,Guadalajara,08,Castilla-La Mancha,No
19129,Gascueña de Bornova,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19132,Henche,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19134,Herrería,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19135,Hiendelaencina,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19138,Hita,10,66,19,Guadalajara,08,Castilla-La Mancha,No
19142,Hontoba,1,10,19,Guadalajara,08,Castilla-La Mancha,No
19143,Horche,7,101,19,Guadalajara,08,Castilla-La Mancha,No
19146,"Huerce, La",0,0,19,Guadalajara,08,Castilla-La Mancha,No
19148,Huertahernando,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19150,Hueva,14,66,19,Guadalajara,08,Castilla-La Mancha,No
19151,Humanes,2,26,19,Guadalajara,08,Castilla-La Mancha,No
19153,Iniéstola,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19155,Irueste,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19156,Jadraque,2,16,19,Guadalajara,08,Castilla-La Mancha,No
19159,Ledanca,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19161,Lupiana,2,15,19,Guadalajara,08,Castilla-La Mancha,No
19162,Luzaga,3,15,19,Guadalajara,08,Castilla-La Mancha,No
19163,Luzón,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19167,Malaguilla,1,6,19,Guadalajara,08,Castilla-La Mancha,No
19168,Mandayona,5,19,19,Guadalajara,08,Castilla-La Mancha,No
19169,Mantiel,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19171,Marchamalo,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19173,Matarrubia,1,9,19,Guadalajara,08,Castilla-La Mancha,No
19174,Matillas,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19017,Algora,0,0,19,Guadalajara,08,Castilla-La Mancha,No
19022,Almonacid de Zorita,0,0,19,Guadalajara,08,Castilla-La Mancha,No
45023,Burguillos de Toledo,15,118,45,Toledo,08,Castilla-La Mancha,No
45026,Cabañas de Yepes,0,0,45,Toledo,08,Castilla-La Mancha,No
45028,Calera y Chozas,0,0,45,Toledo,08,Castilla-La Mancha,No
45030,Calzada de Oropesa,1,18,45,Toledo,08,Castilla-La Mancha,No
45033,"Campillo de la Jara, El",1,3,45,Toledo,08,Castilla-La Mancha,No
45037,"Carpio de Tajo, El",0,0,45,Toledo,08,Castilla-La Mancha,No
45040,"Casar de Escalona, El",3,20,45,Toledo,08,Castilla-La Mancha,No
45042,Casasbuenas,1,8,45,Toledo,08,Castilla-La Mancha,No
45045,Cazalegas,4,28,45,Toledo,08,Castilla-La Mancha,No
45047,Cedillo del Condado,1,6,45,Toledo,08,Castilla-La Mancha,No
45049,Cervera de los Montes,1,1,45,Toledo,08,Castilla-La Mancha,No
45053,Consuegra,17,110,45,Toledo,08,Castilla-La Mancha,No
45055,Cuerva,1,38,45,Toledo,08,Castilla-La Mancha,No
45056,Chozas de Canales,5,42,45,Toledo,08,Castilla-La Mancha,No
45059,Dosbarrios,2,25,45,Toledo,08,Castilla-La Mancha,No
45127,Palomeque,3,46,45,Toledo,08,Castilla-La Mancha,No
45129,Paredes de Escalona,1,16,45,Toledo,08,Castilla-La Mancha,No
45133,Polán,4,24,45,Toledo,08,Castilla-La Mancha,No
45134,Portillo de Toledo,0,0,45,Toledo,08,Castilla-La Mancha,No
45136,"Puebla de Montalbán, La",8,54,45,Toledo,08,Castilla-La Mancha,No
45138,"Puente del Arzobispo, El",0,0,45,Toledo,08,Castilla-La Mancha,No
45142,Quintanar de la Orden,2,9,45,Toledo,08,Castilla-La Mancha,No
45144,"Real de San Vicente, El",7,70,45,Toledo,08,Castilla-La Mancha,No
45149,"Romeral, El",1,12,45,Toledo,08,Castilla-La Mancha,No
45150,San Bartolomé de las Abiertas,3,10,45,Toledo,08,Castilla-La Mancha,No
45153,San Pablo de los Montes,2,16,45,Toledo,08,Castilla-La Mancha,No
45155,Santa Ana de Pusa,0,0,45,Toledo,08,Castilla-La Mancha,No
45157,Santa Cruz del Retamar,11,119,45,Toledo,08,Castilla-La Mancha,No
45160,Segurilla,4,38,45,Toledo,08,Castilla-La Mancha,No
45162,Sevilleja de la Jara,2,20,45,Toledo,08,Castilla-La Mancha,No
45165,Talavera de la Reina,35,147,45,Toledo,08,Castilla-La Mancha,No
45168,Toledo,531,2541,45,Toledo,08,Castilla-La Mancha,Sí
45169,Torralba de Oropesa,4,18,45,Toledo,08,Castilla-La Mancha,No
45171,"Torre de Esteban Hambrán, La",0,0,45,Toledo,08,Castilla-La Mancha,No
45177,Urda,1,16,45,Toledo,08,Castilla-La Mancha,No
45179,Valdeverdeja,1,12,45,Toledo,08,Castilla-La Mancha,No
45182,"Ventas con Peña Aguilera, Las",7,23,45,Toledo,08,Castilla-La Mancha,No
45184,"Ventas de San Julián, Las",0,0,45,Toledo,08,Castilla-La Mancha,No
45187,Villafranca de los Caballeros,1,13,45,Toledo,08,Castilla-La Mancha,No
45189,Villamiel de Toledo,2,8,45,Toledo,08,Castilla-La Mancha,No
45192,Villanueva de Alcardete,0,0,45,Toledo,08,Castilla-La Mancha,No
45194,Villarejo de Montalbán,0,0,45,Toledo,08,Castilla-La Mancha,No
45196,Villaseca de la Sagra,2,6,45,Toledo,08,Castilla-La Mancha,No
45199,"Viso de San Juan, El",8,48,45,Toledo,08,Castilla-La Mancha,No
45204,Yunclillos,2,22,45,Toledo,08,Castilla-La Mancha,No
45901,Santo Domingo-Caudilla,1,2,45,Toledo,08,Castilla-La Mancha,No
45003,Albarreal de Tajo,2,29,45,Toledo,08,Castilla-La Mancha,No
45006,Alcaudete de la Jara,0,0,45,Toledo,08,Castilla-La Mancha,No
45008,Aldea en Cabo,0,0,45,Toledo,08,Castilla-La Mancha,No
45010,Aldeanueva de San Bartolomé,0,0,45,Toledo,08,Castilla-La Mancha,No
45012,Almonacid de Toledo,1,12,45,Toledo,08,Castilla-La Mancha,No
45015,Arcicóllar,0,0,45,Toledo,08,Castilla-La Mancha,No
45018,Barcience,1,10,45,Toledo,08,Castilla-La Mancha,No
45020,Belvís de la Jara,5,38,45,Toledo,08,Castilla-La Mancha,No
45001,Ajofrín,4,43,45,Toledo,08,Castilla-La Mancha,No
45004,Alcabón,6,58,45,Toledo,08,Castilla-La Mancha,No
45005,Alcañizo,1,9,45,Toledo,08,Castilla-La Mancha,No
45007,Alcolea de Tajo,0,0,45,Toledo,08,Castilla-La Mancha,No
45009,Aldeanueva de Barbarroya,0,0,45,Toledo,08,Castilla-La Mancha,No
45011,Almendral de la Cañada,3,26,45,Toledo,08,Castilla-La Mancha,No
45013,Almorox,3,17,45,Toledo,08,Castilla-La Mancha,No
45014,Añover de Tajo,0,0,45,Toledo,08,Castilla-La Mancha,No
45016,Argés,9,75,45,Toledo,08,Castilla-La Mancha,No
45017,Azután,0,0,45,Toledo,08,Castilla-La Mancha,No
45021,Borox,1,14,45,Toledo,08,Castilla-La Mancha,No
45022,Buenaventura,0,0,45,Toledo,08,Castilla-La Mancha,No
45024,Burujón,2,9,45,Toledo,08,Castilla-La Mancha,No
45025,Cabañas de la Sagra,0,0,45,Toledo,08,Castilla-La Mancha,No
45029,Caleruela,0,0,45,Toledo,08,Castilla-La Mancha,No
45031,Camarena,2,8,45,Toledo,08,Castilla-La Mancha,No
45032,Camarenilla,1,6,45,Toledo,08,Castilla-La Mancha,No
45034,Camuñas,4,45,45,Toledo,08,Castilla-La Mancha,No
45035,Cardiel de los Montes,2,22,45,Toledo,08,Castilla-La Mancha,No
45036,Carmena,0,0,45,Toledo,08,Castilla-La Mancha,No
45038,Carranque,6,28,45,Toledo,08,Castilla-La Mancha,No
45039,Carriches,0,0,45,Toledo,08,Castilla-La Mancha,No
45041,Casarrubios del Monte,5,31,45,Toledo,08,Castilla-La Mancha,No
45043,Castillo de Bayuela,2,10,45,Toledo,08,Castilla-La Mancha,No
45046,Cebolla,0,0,45,Toledo,08,Castilla-La Mancha,No
45048,"Cerralbos, Los",1,16,45,Toledo,08,Castilla-La Mancha,No
45050,Ciruelos,2,10,45,Toledo,08,Castilla-La Mancha,No
45051,Cobeja,0,0,45,Toledo,08,Castilla-La Mancha,No
45052,Cobisa,17,145,45,Toledo,08,Castilla-La Mancha,No
45054,Corral de Almaguer,2,8,45,Toledo,08,Castilla-La Mancha,No
45057,Chueca,0,0,45,Toledo,08,Castilla-La Mancha,No
45058,Domingo Pérez,0,0,45,Toledo,08,Castilla-La Mancha,No
45060,Erustes,1,10,45,Toledo,08,Castilla-La Mancha,No
45061,Escalona,12,86,45,Toledo,08,Castilla-La Mancha,No
45062,Escalonilla,1,11,45,Toledo,08,Castilla-La Mancha,No
45063,Espinoso del Rey,1,16,45,Toledo,08,Castilla-La Mancha,No
45064,Esquivias,1,10,45,Toledo,08,Castilla-La Mancha,No
45065,"Estrella, La",0,0,45,Toledo,08,Castilla-La Mancha,No
45066,Fuensalida,4,30,45,Toledo,08,Castilla-La Mancha,No
45067,Gálvez,5,42,45,Toledo,08,Castilla-La Mancha,No
45068,Garciotum,0,0,45,Toledo,08,Castilla-La Mancha,No
45069,Gerindote,4,27,45,Toledo,08,Castilla-La Mancha,No
45070,Guadamur,6,51,45,Toledo,08,Castilla-La Mancha,No
45071,"Guardia, La",8,50,45,Toledo,08,Castilla-La Mancha,No
45072,"Herencias, Las",5,43,45,Toledo,08,Castilla-La Mancha,No
45073,Herreruela de Oropesa,0,0,45,Toledo,08,Castilla-La Mancha,No
45074,Hinojosa de San Vicente,1,4,45,Toledo,08,Castilla-La Mancha,No
45075,Hontanar,6,70,45,Toledo,08,Castilla-La Mancha,No
45076,Hormigos,1,7,45,Toledo,08,Castilla-La Mancha,No
45077,Huecas,1,2,45,Toledo,08,Castilla-La Mancha,No
45078,Huerta de Valdecarábanos,1,6,45,Toledo,08,Castilla-La Mancha,No
45079,"Iglesuela del Tiétar, La",3,29,45,Toledo,08,Castilla-La Mancha,No
45080,Illán de Vacas,0,0,45,Toledo,08,Castilla-La Mancha,No
45081,Illescas,18,69,45,Toledo,08,Castilla-La Mancha,No
45082,Lagartera,3,14,45,Toledo,08,Castilla-La Mancha,No
45083,Layos,3,32,45,Toledo,08,Castilla-La Mancha,No
45084,Lillo,3,17,45,Toledo,08,Castilla-La Mancha,No
45085,Lominchar,0,0,45,Toledo,08,Castilla-La Mancha,No
45086,Lucillos,1,4,45,Toledo,08,Castilla-La Mancha,No
45087,Madridejos,9,57,45,Toledo,08,Castilla-La Mancha,No
45088,Magán,2,4,45,Toledo,08,Castilla-La Mancha,No
45089,Malpica de Tajo,2,22,45,Toledo,08,Castilla-La Mancha,No
45090,Manzaneque,0,0,45,Toledo,08,Castilla-La Mancha,No
45091,Maqueda,0,0,45,Toledo,08,Castilla-La Mancha,No
45092,Marjaliza,3,10,45,Toledo,08,Castilla-La Mancha,No
45093,Marrupe,1,12,45,Toledo,08,Castilla-La Mancha,No
45094,Mascaraque,3,37,45,Toledo,08,Castilla-La Mancha,No
45095,"Mata, La",3,30,45,Toledo,08,Castilla-La Mancha,No
45096,Mazarambroz,1,8,45,Toledo,08,Castilla-La Mancha,No
45097,Mejorada,1,14,45,Toledo,08,Castilla-La Mancha,No
