ine_muni,ine_muni.n,poblacion,values,ine_prov,ine_prov.n,ine_ccaa,ine_ccaa.n,capital_prov
46057,Benicolet,Hombres,280,46,Valencia/València,10,Comunitat Valenciana,No
46057,Benicolet,Mujeres,294,46,Valencia/València,10,Comunitat Valenciana,No
46904,Benicull de Xúquer,Total,1048,46,Valencia/València,10,Comunitat Valenciana,No
46904,Benicull de Xúquer,Hombres,524,46,Valencia/València,10,Comunitat Valenciana,No
46904,Benicull de Xúquer,Mujeres,524,46,Valencia/València,10,Comunitat Valenciana,No
46060,Benifaió,Total,11989,46,Valencia/València,10,Comunitat Valenciana,No
46060,Benifaió,Hombres,5925,46,Valencia/València,10,Comunitat Valenciana,No
46060,Benifaió,Mujeres,6064,46,Valencia/València,10,Comunitat Valenciana,No
46059,Benifairó de la Valldigna,Total,1558,46,Valencia/València,10,Comunitat Valenciana,No
46059,Benifairó de la Valldigna,Hombres,785,46,Valencia/València,10,Comunitat Valenciana,No
46059,Benifairó de la Valldigna,Mujeres,773,46,Valencia/València,10,Comunitat Valenciana,No
46058,Benifairó de les Valls,Total,2213,46,Valencia/València,10,Comunitat Valenciana,No
46058,Benifairó de les Valls,Hombres,1109,46,Valencia/València,10,Comunitat Valenciana,No
46058,Benifairó de les Valls,Mujeres,1104,46,Valencia/València,10,Comunitat Valenciana,No
46061,Beniflá,Total,460,46,Valencia/València,10,Comunitat Valenciana,No
46061,Beniflá,Hombres,232,46,Valencia/València,10,Comunitat Valenciana,No
46061,Beniflá,Mujeres,228,46,Valencia/València,10,Comunitat Valenciana,No
46062,Benigànim,Total,5779,46,Valencia/València,10,Comunitat Valenciana,No
46062,Benigànim,Hombres,2946,46,Valencia/València,10,Comunitat Valenciana,No
46062,Benigànim,Mujeres,2833,46,Valencia/València,10,Comunitat Valenciana,No
46063,Benimodo,Total,2272,46,Valencia/València,10,Comunitat Valenciana,No
46063,Benimodo,Hombres,1150,46,Valencia/València,10,Comunitat Valenciana,No
46063,Benimodo,Mujeres,1122,46,Valencia/València,10,Comunitat Valenciana,No
46064,Benimuslem,Total,667,46,Valencia/València,10,Comunitat Valenciana,No
46064,Benimuslem,Hombres,355,46,Valencia/València,10,Comunitat Valenciana,No
46064,Benimuslem,Mujeres,312,46,Valencia/València,10,Comunitat Valenciana,No
46065,Beniparrell,Total,2015,46,Valencia/València,10,Comunitat Valenciana,No
46065,Beniparrell,Hombres,1015,46,Valencia/València,10,Comunitat Valenciana,No
46065,Beniparrell,Mujeres,1000,46,Valencia/València,10,Comunitat Valenciana,No
46066,Benirredrà,Total,1555,46,Valencia/València,10,Comunitat Valenciana,No
46066,Benirredrà,Hombres,752,46,Valencia/València,10,Comunitat Valenciana,No
46066,Benirredrà,Mujeres,803,46,Valencia/València,10,Comunitat Valenciana,No
46067,Benissanó,Total,2291,46,Valencia/València,10,Comunitat Valenciana,No
46067,Benissanó,Hombres,1140,46,Valencia/València,10,Comunitat Valenciana,No
46067,Benissanó,Mujeres,1151,46,Valencia/València,10,Comunitat Valenciana,No
46068,Benissoda,Total,432,46,Valencia/València,10,Comunitat Valenciana,No
46068,Benissoda,Hombres,237,46,Valencia/València,10,Comunitat Valenciana,No
46068,Benissoda,Mujeres,195,46,Valencia/València,10,Comunitat Valenciana,No
46069,Benissuera,Total,185,46,Valencia/València,10,Comunitat Valenciana,No
46069,Benissuera,Hombres,89,46,Valencia/València,10,Comunitat Valenciana,No
46069,Benissuera,Mujeres,96,46,Valencia/València,10,Comunitat Valenciana,No
46070,Bétera,Total,24604,46,Valencia/València,10,Comunitat Valenciana,No
46070,Bétera,Hombres,12244,46,Valencia/València,10,Comunitat Valenciana,No
46070,Bétera,Mujeres,12360,46,Valencia/València,10,Comunitat Valenciana,No
46071,Bicorp,Total,529,46,Valencia/València,10,Comunitat Valenciana,No
46071,Bicorp,Hombres,256,46,Valencia/València,10,Comunitat Valenciana,No
46071,Bicorp,Mujeres,273,46,Valencia/València,10,Comunitat Valenciana,No
46072,Bocairent,Total,4142,46,Valencia/València,10,Comunitat Valenciana,No
46072,Bocairent,Hombres,2090,46,Valencia/València,10,Comunitat Valenciana,No
46072,Bocairent,Mujeres,2052,46,Valencia/València,10,Comunitat Valenciana,No
46073,Bolbaite,Total,1324,46,Valencia/València,10,Comunitat Valenciana,No
46073,Bolbaite,Hombres,675,46,Valencia/València,10,Comunitat Valenciana,No
46073,Bolbaite,Mujeres,649,46,Valencia/València,10,Comunitat Valenciana,No
46074,Bonrepòs i Mirambell,Total,3738,46,Valencia/València,10,Comunitat Valenciana,No
46074,Bonrepòs i Mirambell,Hombres,1841,46,Valencia/València,10,Comunitat Valenciana,No
46074,Bonrepòs i Mirambell,Mujeres,1897,46,Valencia/València,10,Comunitat Valenciana,No
46075,Bufali,Total,156,46,Valencia/València,10,Comunitat Valenciana,No
46075,Bufali,Hombres,87,46,Valencia/València,10,Comunitat Valenciana,No
46075,Bufali,Mujeres,69,46,Valencia/València,10,Comunitat Valenciana,No
46076,Bugarra,Total,739,46,Valencia/València,10,Comunitat Valenciana,No
46076,Bugarra,Hombres,373,46,Valencia/València,10,Comunitat Valenciana,No
46076,Bugarra,Mujeres,366,46,Valencia/València,10,Comunitat Valenciana,No
46077,Buñol,Total,9498,46,Valencia/València,10,Comunitat Valenciana,No
46077,Buñol,Hombres,4748,46,Valencia/València,10,Comunitat Valenciana,No
46077,Buñol,Mujeres,4750,46,Valencia/València,10,Comunitat Valenciana,No
46078,Burjassot,Total,38632,46,Valencia/València,10,Comunitat Valenciana,No
46078,Burjassot,Hombres,18641,46,Valencia/València,10,Comunitat Valenciana,No
46078,Burjassot,Mujeres,19991,46,Valencia/València,10,Comunitat Valenciana,No
46079,Calles,Total,355,46,Valencia/València,10,Comunitat Valenciana,No
46079,Calles,Hombres,205,46,Valencia/València,10,Comunitat Valenciana,No
46079,Calles,Mujeres,150,46,Valencia/València,10,Comunitat Valenciana,No
46080,Camporrobles,Total,1198,46,Valencia/València,10,Comunitat Valenciana,No
46080,Camporrobles,Hombres,613,46,Valencia/València,10,Comunitat Valenciana,No
46080,Camporrobles,Mujeres,585,46,Valencia/València,10,Comunitat Valenciana,No
46081,Canals,Total,13516,46,Valencia/València,10,Comunitat Valenciana,No
46081,Canals,Hombres,6776,46,Valencia/València,10,Comunitat Valenciana,No
46081,Canals,Mujeres,6740,46,Valencia/València,10,Comunitat Valenciana,No
46082,Canet d'En Berenguer,Total,6765,46,Valencia/València,10,Comunitat Valenciana,No
46082,Canet d'En Berenguer,Hombres,3429,46,Valencia/València,10,Comunitat Valenciana,No
46082,Canet d'En Berenguer,Mujeres,3336,46,Valencia/València,10,Comunitat Valenciana,No
46083,Carcaixent,Total,20436,46,Valencia/València,10,Comunitat Valenciana,No
46083,Carcaixent,Hombres,10131,46,Valencia/València,10,Comunitat Valenciana,No
46083,Carcaixent,Mujeres,10305,46,Valencia/València,10,Comunitat Valenciana,No
46084,Càrcer,Total,1827,46,Valencia/València,10,Comunitat Valenciana,No
46084,Càrcer,Hombres,873,46,Valencia/València,10,Comunitat Valenciana,No
46084,Càrcer,Mujeres,954,46,Valencia/València,10,Comunitat Valenciana,No
46085,Carlet,Total,15740,46,Valencia/València,10,Comunitat Valenciana,No
46085,Carlet,Hombres,7858,46,Valencia/València,10,Comunitat Valenciana,No
46085,Carlet,Mujeres,7882,46,Valencia/València,10,Comunitat Valenciana,No
46086,Carrícola,Total,99,46,Valencia/València,10,Comunitat Valenciana,No
46086,Carrícola,Hombres,51,46,Valencia/València,10,Comunitat Valenciana,No
46086,Carrícola,Mujeres,48,46,Valencia/València,10,Comunitat Valenciana,No
46087,Casas Altas,Total,131,46,Valencia/València,10,Comunitat Valenciana,No
46087,Casas Altas,Hombres,72,46,Valencia/València,10,Comunitat Valenciana,No
46087,Casas Altas,Mujeres,59,46,Valencia/València,10,Comunitat Valenciana,No
46088,Casas Bajas,Total,163,46,Valencia/València,10,Comunitat Valenciana,No
46088,Casas Bajas,Hombres,87,46,Valencia/València,10,Comunitat Valenciana,No
46088,Casas Bajas,Mujeres,76,46,Valencia/València,10,Comunitat Valenciana,No
46089,Casinos,Total,2780,46,Valencia/València,10,Comunitat Valenciana,No
46089,Casinos,Hombres,1428,46,Valencia/València,10,Comunitat Valenciana,No
46089,Casinos,Mujeres,1352,46,Valencia/València,10,Comunitat Valenciana,No
46090,Castelló de Rugat,Total,2298,46,Valencia/València,10,Comunitat Valenciana,No
46090,Castelló de Rugat,Hombres,1178,46,Valencia/València,10,Comunitat Valenciana,No
46090,Castelló de Rugat,Mujeres,1120,46,Valencia/València,10,Comunitat Valenciana,No
46091,Castellonet de la Conquesta,Total,141,46,Valencia/València,10,Comunitat Valenciana,No
46091,Castellonet de la Conquesta,Hombres,78,46,Valencia/València,10,Comunitat Valenciana,No
46091,Castellonet de la Conquesta,Mujeres,63,46,Valencia/València,10,Comunitat Valenciana,No
46092,Castielfabib,Total,308,46,Valencia/València,10,Comunitat Valenciana,No
46092,Castielfabib,Hombres,161,46,Valencia/València,10,Comunitat Valenciana,No
46092,Castielfabib,Mujeres,147,46,Valencia/València,10,Comunitat Valenciana,No
46093,Catadau,Total,2804,46,Valencia/València,10,Comunitat Valenciana,No
46093,Catadau,Hombres,1399,46,Valencia/València,10,Comunitat Valenciana,No
46093,Catadau,Mujeres,1405,46,Valencia/València,10,Comunitat Valenciana,No
46094,Catarroja,Total,28608,46,Valencia/València,10,Comunitat Valenciana,No
46094,Catarroja,Hombres,14124,46,Valencia/València,10,Comunitat Valenciana,No
46094,Catarroja,Mujeres,14484,46,Valencia/València,10,Comunitat Valenciana,No
46095,Caudete de las Fuentes,Total,711,46,Valencia/València,10,Comunitat Valenciana,No
46095,Caudete de las Fuentes,Hombres,376,46,Valencia/València,10,Comunitat Valenciana,No
46095,Caudete de las Fuentes,Mujeres,335,46,Valencia/València,10,Comunitat Valenciana,No
46096,Cerdà,Total,331,46,Valencia/València,10,Comunitat Valenciana,No
46096,Cerdà,Hombres,179,46,Valencia/València,10,Comunitat Valenciana,No
46096,Cerdà,Mujeres,152,46,Valencia/València,10,Comunitat Valenciana,No
46107,Chella,Total,2472,46,Valencia/València,10,Comunitat Valenciana,No
46107,Chella,Hombres,1231,46,Valencia/València,10,Comunitat Valenciana,No
46107,Chella,Mujeres,1241,46,Valencia/València,10,Comunitat Valenciana,No
46106,Chelva,Total,1531,46,Valencia/València,10,Comunitat Valenciana,No
46106,Chelva,Hombres,786,46,Valencia/València,10,Comunitat Valenciana,No
46106,Chelva,Mujeres,745,46,Valencia/València,10,Comunitat Valenciana,No
46108,Chera,Total,469,46,Valencia/València,10,Comunitat Valenciana,No
46108,Chera,Hombres,250,46,Valencia/València,10,Comunitat Valenciana,No
46108,Chera,Mujeres,219,46,Valencia/València,10,Comunitat Valenciana,No
46109,Cheste,Total,8735,46,Valencia/València,10,Comunitat Valenciana,No
46109,Cheste,Hombres,4461,46,Valencia/València,10,Comunitat Valenciana,No
46109,Cheste,Mujeres,4274,46,Valencia/València,10,Comunitat Valenciana,No
46111,Chiva,Total,15414,46,Valencia/València,10,Comunitat Valenciana,No
46111,Chiva,Hombres,7874,46,Valencia/València,10,Comunitat Valenciana,No
46111,Chiva,Mujeres,7540,46,Valencia/València,10,Comunitat Valenciana,No
46112,Chulilla,Total,662,46,Valencia/València,10,Comunitat Valenciana,No
46112,Chulilla,Hombres,358,46,Valencia/València,10,Comunitat Valenciana,No
46112,Chulilla,Mujeres,304,46,Valencia/València,10,Comunitat Valenciana,No
46097,Cofrentes,Total,1123,46,Valencia/València,10,Comunitat Valenciana,No
46097,Cofrentes,Hombres,572,46,Valencia/València,10,Comunitat Valenciana,No
46097,Cofrentes,Mujeres,551,46,Valencia/València,10,Comunitat Valenciana,No
46098,Corbera,Total,3088,46,Valencia/València,10,Comunitat Valenciana,No
46098,Corbera,Hombres,1547,46,Valencia/València,10,Comunitat Valenciana,No
46098,Corbera,Mujeres,1541,46,Valencia/València,10,Comunitat Valenciana,No
46099,Cortes de Pallás,Total,771,46,Valencia/València,10,Comunitat Valenciana,No
46099,Cortes de Pallás,Hombres,427,46,Valencia/València,10,Comunitat Valenciana,No
46099,Cortes de Pallás,Mujeres,344,46,Valencia/València,10,Comunitat Valenciana,No
46100,Cotes,Total,333,46,Valencia/València,10,Comunitat Valenciana,No
46100,Cotes,Hombres,172,46,Valencia/València,10,Comunitat Valenciana,No
46100,Cotes,Mujeres,161,46,Valencia/València,10,Comunitat Valenciana,No
46105,Cullera,Total,22521,46,Valencia/València,10,Comunitat Valenciana,No
46105,Cullera,Hombres,11269,46,Valencia/València,10,Comunitat Valenciana,No
46105,Cullera,Mujeres,11252,46,Valencia/València,10,Comunitat Valenciana,No
46113,Daimús,Total,3196,46,Valencia/València,10,Comunitat Valenciana,No
46113,Daimús,Hombres,1584,46,Valencia/València,10,Comunitat Valenciana,No
46113,Daimús,Mujeres,1612,46,Valencia/València,10,Comunitat Valenciana,No
46114,Domeño,Total,673,46,Valencia/València,10,Comunitat Valenciana,No
46114,Domeño,Hombres,332,46,Valencia/València,10,Comunitat Valenciana,No
46114,Domeño,Mujeres,341,46,Valencia/València,10,Comunitat Valenciana,No
46115,Dos Aguas,Total,327,46,Valencia/València,10,Comunitat Valenciana,No
46115,Dos Aguas,Hombres,184,46,Valencia/València,10,Comunitat Valenciana,No
46115,Dos Aguas,Mujeres,143,46,Valencia/València,10,Comunitat Valenciana,No
46116,"Eliana, l'",Total,18362,46,Valencia/València,10,Comunitat Valenciana,No
46116,"Eliana, l'",Hombres,8963,46,Valencia/València,10,Comunitat Valenciana,No
46116,"Eliana, l'",Mujeres,9399,46,Valencia/València,10,Comunitat Valenciana,No
46117,Emperador,Total,688,46,Valencia/València,10,Comunitat Valenciana,No
46117,Emperador,Hombres,350,46,Valencia/València,10,Comunitat Valenciana,No
46117,Emperador,Mujeres,338,46,Valencia/València,10,Comunitat Valenciana,No
46118,Enguera,Total,4777,46,Valencia/València,10,Comunitat Valenciana,No
46118,Enguera,Hombres,2392,46,Valencia/València,10,Comunitat Valenciana,No
46118,Enguera,Mujeres,2385,46,Valencia/València,10,Comunitat Valenciana,No
46119,"Ènova, l'",Total,902,46,Valencia/València,10,Comunitat Valenciana,No
46119,"Ènova, l'",Hombres,464,46,Valencia/València,10,Comunitat Valenciana,No
46119,"Ènova, l'",Mujeres,438,46,Valencia/València,10,Comunitat Valenciana,No
46120,Estivella,Total,1441,46,Valencia/València,10,Comunitat Valenciana,No
46120,Estivella,Hombres,698,46,Valencia/València,10,Comunitat Valenciana,No
46120,Estivella,Mujeres,743,46,Valencia/València,10,Comunitat Valenciana,No
46121,Estubeny,Total,125,46,Valencia/València,10,Comunitat Valenciana,No
46121,Estubeny,Hombres,63,46,Valencia/València,10,Comunitat Valenciana,No
46121,Estubeny,Mujeres,62,46,Valencia/València,10,Comunitat Valenciana,No
46122,Faura,Total,3553,46,Valencia/València,10,Comunitat Valenciana,No
46122,Faura,Hombres,1788,46,Valencia/València,10,Comunitat Valenciana,No
46122,Faura,Mujeres,1765,46,Valencia/València,10,Comunitat Valenciana,No
46123,Favara,Total,2504,46,Valencia/València,10,Comunitat Valenciana,No
46123,Favara,Hombres,1280,46,Valencia/València,10,Comunitat Valenciana,No
46123,Favara,Mujeres,1224,46,Valencia/València,10,Comunitat Valenciana,No
46126,Foios,Total,7452,46,Valencia/València,10,Comunitat Valenciana,No
46126,Foios,Hombres,3677,46,Valencia/València,10,Comunitat Valenciana,No
46126,Foios,Mujeres,3775,46,Valencia/València,10,Comunitat Valenciana,No
46128,"Font de la Figuera, la",Total,2027,46,Valencia/València,10,Comunitat Valenciana,No
46128,"Font de la Figuera, la",Hombres,1020,46,Valencia/València,10,Comunitat Valenciana,No
46128,"Font de la Figuera, la",Mujeres,1007,46,Valencia/València,10,Comunitat Valenciana,No
46127,"Font d'En Carròs, la",Total,3778,46,Valencia/València,10,Comunitat Valenciana,No
46127,"Font d'En Carròs, la",Hombres,1880,46,Valencia/València,10,Comunitat Valenciana,No
46127,"Font d'En Carròs, la",Mujeres,1898,46,Valencia/València,10,Comunitat Valenciana,No
46124,Fontanars dels Alforins,Total,959,46,Valencia/València,10,Comunitat Valenciana,No
46124,Fontanars dels Alforins,Hombres,500,46,Valencia/València,10,Comunitat Valenciana,No
46124,Fontanars dels Alforins,Mujeres,459,46,Valencia/València,10,Comunitat Valenciana,No
46125,Fortaleny,Total,1020,46,Valencia/València,10,Comunitat Valenciana,No
46125,Fortaleny,Hombres,503,46,Valencia/València,10,Comunitat Valenciana,No
46125,Fortaleny,Mujeres,517,46,Valencia/València,10,Comunitat Valenciana,No
46129,Fuenterrobles,Total,694,46,Valencia/València,10,Comunitat Valenciana,No
46129,Fuenterrobles,Hombres,382,46,Valencia/València,10,Comunitat Valenciana,No
46129,Fuenterrobles,Mujeres,312,46,Valencia/València,10,Comunitat Valenciana,No
46131,Gandia,Total,75798,46,Valencia/València,10,Comunitat Valenciana,No
46131,Gandia,Hombres,37242,46,Valencia/València,10,Comunitat Valenciana,No
46131,Gandia,Mujeres,38556,46,Valencia/València,10,Comunitat Valenciana,No
46902,Gátova,Total,405,46,Valencia/València,10,Comunitat Valenciana,No
46902,Gátova,Hombres,194,46,Valencia/València,10,Comunitat Valenciana,No
46902,Gátova,Mujeres,211,46,Valencia/València,10,Comunitat Valenciana,No
46130,Gavarda,Total,1042,46,Valencia/València,10,Comunitat Valenciana,No
46130,Gavarda,Hombres,502,46,Valencia/València,10,Comunitat Valenciana,No
46130,Gavarda,Mujeres,540,46,Valencia/València,10,Comunitat Valenciana,No
46132,"Genovés, el",Total,2778,46,Valencia/València,10,Comunitat Valenciana,No
46132,"Genovés, el",Hombres,1397,46,Valencia/València,10,Comunitat Valenciana,No
46132,"Genovés, el",Mujeres,1381,46,Valencia/València,10,Comunitat Valenciana,No
46133,Gestalgar,Total,548,46,Valencia/València,10,Comunitat Valenciana,No
46133,Gestalgar,Hombres,293,46,Valencia/València,10,Comunitat Valenciana,No
46133,Gestalgar,Mujeres,255,46,Valencia/València,10,Comunitat Valenciana,No
46134,Gilet,Total,3404,46,Valencia/València,10,Comunitat Valenciana,No
46134,Gilet,Hombres,1755,46,Valencia/València,10,Comunitat Valenciana,No
46134,Gilet,Mujeres,1649,46,Valencia/València,10,Comunitat Valenciana,No
46135,Godella,Total,13131,46,Valencia/València,10,Comunitat Valenciana,No
46135,Godella,Hombres,6299,46,Valencia/València,10,Comunitat Valenciana,No
46135,Godella,Mujeres,6832,46,Valencia/València,10,Comunitat Valenciana,No
46136,Godelleta,Total,3584,46,Valencia/València,10,Comunitat Valenciana,No
46136,Godelleta,Hombres,1847,46,Valencia/València,10,Comunitat Valenciana,No
46136,Godelleta,Mujeres,1737,46,Valencia/València,10,Comunitat Valenciana,No
46137,"Granja de la Costera, la",Total,295,46,Valencia/València,10,Comunitat Valenciana,No
46137,"Granja de la Costera, la",Hombres,149,46,Valencia/València,10,Comunitat Valenciana,No
46137,"Granja de la Costera, la",Mujeres,146,46,Valencia/València,10,Comunitat Valenciana,No
46138,Guadasséquies,Total,456,46,Valencia/València,10,Comunitat Valenciana,No
46138,Guadasséquies,Hombres,233,46,Valencia/València,10,Comunitat Valenciana,No
46138,Guadasséquies,Mujeres,223,46,Valencia/València,10,Comunitat Valenciana,No
46139,Guadassuar,Total,5902,46,Valencia/València,10,Comunitat Valenciana,No
46139,Guadassuar,Hombres,2866,46,Valencia/València,10,Comunitat Valenciana,No
46139,Guadassuar,Mujeres,3036,46,Valencia/València,10,Comunitat Valenciana,No
46140,Guardamar de la Safor,Total,531,46,Valencia/València,10,Comunitat Valenciana,No
46140,Guardamar de la Safor,Hombres,281,46,Valencia/València,10,Comunitat Valenciana,No
46140,Guardamar de la Safor,Mujeres,250,46,Valencia/València,10,Comunitat Valenciana,No
46141,Higueruelas,Total,501,46,Valencia/València,10,Comunitat Valenciana,No
46141,Higueruelas,Hombres,265,46,Valencia/València,10,Comunitat Valenciana,No
46141,Higueruelas,Mujeres,236,46,Valencia/València,10,Comunitat Valenciana,No
46142,Jalance,Total,834,46,Valencia/València,10,Comunitat Valenciana,No
46142,Jalance,Hombres,433,46,Valencia/València,10,Comunitat Valenciana,No
46142,Jalance,Mujeres,401,46,Valencia/València,10,Comunitat Valenciana,No
46144,Jarafuel,Total,769,46,Valencia/València,10,Comunitat Valenciana,No
46144,Jarafuel,Hombres,397,46,Valencia/València,10,Comunitat Valenciana,No
46144,Jarafuel,Mujeres,372,46,Valencia/València,10,Comunitat Valenciana,No
46154,Llanera de Ranes,Total,1047,46,Valencia/València,10,Comunitat Valenciana,No
46154,Llanera de Ranes,Hombres,533,46,Valencia/València,10,Comunitat Valenciana,No
46154,Llanera de Ranes,Mujeres,514,46,Valencia/València,10,Comunitat Valenciana,No
46155,Llaurí,Total,1130,46,Valencia/València,10,Comunitat Valenciana,No
46155,Llaurí,Hombres,583,46,Valencia/València,10,Comunitat Valenciana,No
46155,Llaurí,Mujeres,547,46,Valencia/València,10,Comunitat Valenciana,No
46147,Llíria,Total,23482,46,Valencia/València,10,Comunitat Valenciana,No
46147,Llíria,Hombres,11841,46,Valencia/València,10,Comunitat Valenciana,No
46147,Llíria,Mujeres,11641,46,Valencia/València,10,Comunitat Valenciana,No
46152,Llocnou de la Corona,Total,124,46,Valencia/València,10,Comunitat Valenciana,No
46152,Llocnou de la Corona,Hombres,66,46,Valencia/València,10,Comunitat Valenciana,No
46152,Llocnou de la Corona,Mujeres,58,46,Valencia/València,10,Comunitat Valenciana,No
46153,Llocnou de Sant Jeroni,Total,554,46,Valencia/València,10,Comunitat Valenciana,No
46153,Llocnou de Sant Jeroni,Hombres,276,46,Valencia/València,10,Comunitat Valenciana,No
46153,Llocnou de Sant Jeroni,Mujeres,278,46,Valencia/València,10,Comunitat Valenciana,No
46151,Llocnou d'En Fenollet,Total,916,46,Valencia/València,10,Comunitat Valenciana,No
46151,Llocnou d'En Fenollet,Hombres,474,46,Valencia/València,10,Comunitat Valenciana,No
46151,Llocnou d'En Fenollet,Mujeres,442,46,Valencia/València,10,Comunitat Valenciana,No
46156,Llombai,Total,2653,46,Valencia/València,10,Comunitat Valenciana,No
46156,Llombai,Hombres,1322,46,Valencia/València,10,Comunitat Valenciana,No
46156,Llombai,Mujeres,1331,46,Valencia/València,10,Comunitat Valenciana,No
46157,"Llosa de Ranes, la",Total,3642,46,Valencia/València,10,Comunitat Valenciana,No
46157,"Llosa de Ranes, la",Hombres,1871,46,Valencia/València,10,Comunitat Valenciana,No
46157,"Llosa de Ranes, la",Mujeres,1771,46,Valencia/València,10,Comunitat Valenciana,No
46150,Llutxent,Total,2326,46,Valencia/València,10,Comunitat Valenciana,No
46150,Llutxent,Hombres,1188,46,Valencia/València,10,Comunitat Valenciana,No
46150,Llutxent,Mujeres,1138,46,Valencia/València,10,Comunitat Valenciana,No
46148,Loriguilla,Total,2035,46,Valencia/València,10,Comunitat Valenciana,No
46148,Loriguilla,Hombres,1050,46,Valencia/València,10,Comunitat Valenciana,No
46148,Loriguilla,Mujeres,985,46,Valencia/València,10,Comunitat Valenciana,No
46149,Losa del Obispo,Total,505,46,Valencia/València,10,Comunitat Valenciana,No
46149,Losa del Obispo,Hombres,257,46,Valencia/València,10,Comunitat Valenciana,No
46149,Losa del Obispo,Mujeres,248,46,Valencia/València,10,Comunitat Valenciana,No
46158,Macastre,Total,1300,46,Valencia/València,10,Comunitat Valenciana,No
46158,Macastre,Hombres,687,46,Valencia/València,10,Comunitat Valenciana,No
46158,Macastre,Mujeres,613,46,Valencia/València,10,Comunitat Valenciana,No
46159,Manises,Total,31240,46,Valencia/València,10,Comunitat Valenciana,No
46159,Manises,Hombres,15422,46,Valencia/València,10,Comunitat Valenciana,No
46159,Manises,Mujeres,15818,46,Valencia/València,10,Comunitat Valenciana,No
46160,Manuel,Total,2436,46,Valencia/València,10,Comunitat Valenciana,No
46160,Manuel,Hombres,1202,46,Valencia/València,10,Comunitat Valenciana,No
46160,Manuel,Mujeres,1234,46,Valencia/València,10,Comunitat Valenciana,No
46161,Marines,Total,1848,46,Valencia/València,10,Comunitat Valenciana,No
46161,Marines,Hombres,972,46,Valencia/València,10,Comunitat Valenciana,No
46161,Marines,Mujeres,876,46,Valencia/València,10,Comunitat Valenciana,No
46162,Massalavés,Total,1610,46,Valencia/València,10,Comunitat Valenciana,No
46162,Massalavés,Hombres,844,46,Valencia/València,10,Comunitat Valenciana,No
46162,Massalavés,Mujeres,766,46,Valencia/València,10,Comunitat Valenciana,No
46163,Massalfassar,Total,2555,46,Valencia/València,10,Comunitat Valenciana,No
46163,Massalfassar,Hombres,1271,46,Valencia/València,10,Comunitat Valenciana,No
46163,Massalfassar,Mujeres,1284,46,Valencia/València,10,Comunitat Valenciana,No
46164,Massamagrell,Total,16163,46,Valencia/València,10,Comunitat Valenciana,No
46164,Massamagrell,Hombres,8013,46,Valencia/València,10,Comunitat Valenciana,No
46164,Massamagrell,Mujeres,8150,46,Valencia/València,10,Comunitat Valenciana,No
46165,Massanassa,Total,9782,46,Valencia/València,10,Comunitat Valenciana,No
46165,Massanassa,Hombres,4840,46,Valencia/València,10,Comunitat Valenciana,No
46165,Massanassa,Mujeres,4942,46,Valencia/València,10,Comunitat Valenciana,No
46166,Meliana,Total,10970,46,Valencia/València,10,Comunitat Valenciana,No
46166,Meliana,Hombres,5376,46,Valencia/València,10,Comunitat Valenciana,No
46166,Meliana,Mujeres,5594,46,Valencia/València,10,Comunitat Valenciana,No
46167,Millares,Total,331,46,Valencia/València,10,Comunitat Valenciana,No
46167,Millares,Hombres,169,46,Valencia/València,10,Comunitat Valenciana,No
46167,Millares,Mujeres,162,46,Valencia/València,10,Comunitat Valenciana,No
46168,Miramar,Total,2685,46,Valencia/València,10,Comunitat Valenciana,No
46168,Miramar,Hombres,1371,46,Valencia/València,10,Comunitat Valenciana,No
46168,Miramar,Mujeres,1314,46,Valencia/València,10,Comunitat Valenciana,No
46169,Mislata,Total,44320,46,Valencia/València,10,Comunitat Valenciana,No
46169,Mislata,Hombres,21499,46,Valencia/València,10,Comunitat Valenciana,No
46169,Mislata,Mujeres,22821,46,Valencia/València,10,Comunitat Valenciana,No
46170,Mogente/Moixent,Total,4307,46,Valencia/València,10,Comunitat Valenciana,No
46170,Mogente/Moixent,Hombres,2159,46,Valencia/València,10,Comunitat Valenciana,No
46170,Mogente/Moixent,Mujeres,2148,46,Valencia/València,10,Comunitat Valenciana,No
46171,Moncada,Total,22021,46,Valencia/València,10,Comunitat Valenciana,No
46171,Moncada,Hombres,10771,46,Valencia/València,10,Comunitat Valenciana,No
46171,Moncada,Mujeres,11250,46,Valencia/València,10,Comunitat Valenciana,No
46173,Montaverner,Total,1635,46,Valencia/València,10,Comunitat Valenciana,No
46173,Montaverner,Hombres,812,46,Valencia/València,10,Comunitat Valenciana,No
46173,Montaverner,Mujeres,823,46,Valencia/València,10,Comunitat Valenciana,No
46174,Montesa,Total,1155,46,Valencia/València,10,Comunitat Valenciana,No
46174,Montesa,Hombres,585,46,Valencia/València,10,Comunitat Valenciana,No
46174,Montesa,Mujeres,570,46,Valencia/València,10,Comunitat Valenciana,No
46175,Montitxelvo/Montichelvo,Total,585,46,Valencia/València,10,Comunitat Valenciana,No
46175,Montitxelvo/Montichelvo,Hombres,293,46,Valencia/València,10,Comunitat Valenciana,No
46175,Montitxelvo/Montichelvo,Mujeres,292,46,Valencia/València,10,Comunitat Valenciana,No
46176,Montroi/Montroy,Total,2956,46,Valencia/València,10,Comunitat Valenciana,No
46176,Montroi/Montroy,Hombres,1568,46,Valencia/València,10,Comunitat Valenciana,No
46176,Montroi/Montroy,Mujeres,1388,46,Valencia/València,10,Comunitat Valenciana,No
